Authors,Title,Year,Source title,Page start,Page end,Cited by
"Wang, J., Mark, S., Zhang, X., Qian, D., Yoo, S.-J., Radde-Gallwitz, K., Zhang, Y., Lin, X., Collazo, A., Wynshaw-Boris, A., Chen, P.",Regulation of polarized extension and planar cell polarity in the cochlea by the vertebrate PCP pathway,2005,Nature Genetics,980,985,170
"Van Es, M.A., Veldink, J.H., Saris, C.G.J., Blauw, H.M., Van Vught, P.W.J., Birve, A., Lemmens, R., Schelhaas, H.J., Groen, E.J.N., Huisman, M.H.B., Van Der Kooi, A.J., De Visser, M., Dahlberg, C., Estrada, K., Rivadeneira, F., Hofman, A., Zwarts, M.J., Van Doormaal, P.T.C., Rujescu, D., Strengman, E., Giegling, I., Muglia, P., Tomik, B., Slowik, A., Uitterlinden, A.G., Hendrich, C., Waibel, S., Meyer, T., Ludolph, A.C., Glass, J.D., Purcell, S., Cichon, S., Nöthen, M.M., Wichmann, H.-E., Schreiber, S., Vermeulen, S.H.H.M., Kiemeney, L.A., Wokke, J.H.J., Cronin, S., McLaughlin, R.L., Hardiman, O., Fumoto, K., Pasterkamp, R.J., Meininger, V., Melki, J., Leigh, P.N., Shaw, C.E., Landers, J.E., Al-Chalabi, A., Brown, R.H., Robberecht, W., Andersen, P.M., Ophoff, R.A., Van Den Berg, L.H.",Genome-wide association study identifies 19p13.3 (UNC13A) and 9p21.2 as susceptibility loci for sporadic amyotrophic lateral sclerosis,2009,Nature Genetics,1083,1087,170
"Chen, T., Hevi, S., Gay, F., Tsujimoto, N., He, T., Zhang, B., Ueda, Y., Li, E.",Complete inactivation of DNMT1 leads to mitotic catastrophe in human cancer cells,2007,Nature Genetics,391,396,171
"Kornak, U., Reynders, E., Dimopoulou, A., Van Reeuwijk, J., Fischer, B., Rajab, A., Budde, B., Nürnberg, P., Foulquier, F., Dobyns, W.B., Quelhas, D., Vilarinho, L., Leao-Teles, E., Greally, M., Seemanova, E., Simandlova, M., Salih, M., Nanda, A., Basel-Vanagaite, L., Kayserili, H., Yuksel-Apak, M., Larregue, M., Vigneron, J., Giurgea, S., Lefeber, D., Urban, Z., Gruenewald, S., Annaert, W., Brunner, H.G., Van Bokhoven, H., Wevers, R., Morava, E., Matthijs, G., Van Maldergem, L., Mundlos, S.",Impaired glycosylation and cutis laxa caused by mutations in the vesicular H+-ATPase subunit ATP6V0A2,2008,Nature Genetics,32,34,171
"Sulem, P., Gudbjartsson, D.F., Stacey, S.N., Helgason, A., Rafnar, T., Jakobsdottir, M., Steinberg, S., Gudjonsson, S.A., Palsson, A., Thorleifsson, G., Pálsson, S., Sigurgeirsson, B., Thorisdottir, K., Ragnarsson, R., Benediktsdottir, K.R., Aben, K.K., Vermeulen, S.H., Goldstein, A.M., Tucker, M.A., Kiemeney, L.A., Olafsson, J.H., Gulcher, J., Kong, A., Thorsteinsdottir, U., Stefansson, K.",Two newly identified genetic determinants of pigmentation in Europeans,2008,Nature Genetics,835,837,171
"Carrasquillo, M.M., Zou, F., Pankratz, V.S., Wilcox, S.L., Ma, L., Walker, L.P., Younkin, S.G., Younkin, C.S., Younkin, L.H., Bisceglio, G.D., Ertekin-Taner, N., Crook, J.E., Dickson, D.W., Petersen, R.C., Graff-Radford, N.R., Younkin, S.G.",Genetic variation in PCDH11X is associated with susceptibility to late-onset Alzheimer's disease,2009,Nature Genetics,192,198,171
"Ganesh, S.K., Zakai, N.A., Van Rooij, F.J.A., Soranzo, N., Smith, A.V., Nalls, M.A., Chen, M.-H., Kottgen, A., Glazer, N.L., Dehghan, A., Kuhnel, B., Aspelund, T., Yang, Q., Tanaka, T., Jaffe, A., Bis, J.C.M., Verwoert, G.C., Teumer, A., Fox, C.S., Guralnik, J.M., Ehret, G.B., Rice, K., Felix, J.F., Rendon, A., Eiriksdottir, G., Levy, D., Patel, K.V., Boerwinkle, E., Rotter, J.I., Hofman, A., Sambrook, J.G., Hernandez, D.G., Zheng, G., Bandinelli, S., Singleton, A.B., Coresh, J., Lumley, T., Uitterlinden, A.G., Vangils, J.M., Launer, L.J., Cupples, L.A., Oostra, B.A., Zwaginga, J.-J., Ouwehand, W.H., Thein, S.-L., Meisinger, C., Deloukas, P., Nauck, M., Spector, T.D., Gieger, C., Gudnason, V., Van Duijn, C.M., Psaty, B.M., Ferrucci, L., Chakravarti, A., Greinacher, A., O'Donnell, C.J., Witteman, J.C.M., Furth, S., Cushman, M., Harris, T.B., Lin, J.-P.",Multiple loci influence erythrocyte phenotypes in the CHARGE Consortium,2009,Nature Genetics,1191,1198,171
"Song, H., Ramus, S.J., Tyrer, J., Bolton, K.L., Gentry-Maharaj, A., Wozniak, E., Anton-Culver, H., Chang-Claude, J., Cramer, D.W., DiCioccio, R., Dörk, T., Goode, E.L., Goodman, M.T., Schildkraut, J.M., Sellers, T., Baglietto, L., Beckmann, M.W., Beesley, J., Blaakaer, J., Carney, M.E., Chanock, S., Chen, Z., Cunningham, J.M., Dicks, E., Doherty, J.A., Dürst, M., Ekici, A.B., Fenstermacher, D., Fridley, B.L., Giles, G., Gore, M.E., De Vivo, I., Hillemanns, P., Hogdall, C., Hogdall, E., Iversen, E.S., Jacobs, I.J., Jakubowska, A., Li, D., Lissowska, J., Lubiński, J., Lurie, G., McGuire, V., McLaughlin, J., Mȩdrek, K., Moorman, P.G., Moysich, K., Narod, S., Phelan, C., Pye, C., Risch, H., Runnebaum, I.B., Severi, G., Southey, M., Stram, D.O., Thiel, F.C., Terry, K.L., Tsai, Y.-Y., Tworoger, S.S., Van Den Berg, D.J., Vierkant, R.A., Wang-Gohrke, S., Webb, P.M., Wilkens, L.R., Wu, A.H., Yang, H., Brewster, W., Ziogas, A., Houlston, R., Tomlinson, I., Whittemore, A.S., Rossing, M.A., Ponder, B.A.J., Pearce, C.L., Ness, R.B., Menon, U., Kjaer, S.K., Gronwald, J., Garcia-Closas, M., Fasching, P.A., Easton, D.F., Chenevix-Trench, G., Berchuck, A., Pharoah, P.D.P., Gayther, S.A.",A genome-wide association study identifies a new ovarian cancer susceptibility locus on 9p22.2,2009,Nature Genetics,996,1000,171
"Yan, J., Kandianis, C.B., Harjes, C.E., Bai, L., Kim, E.-H., Yang, X., Skinner, D.J., Fu, Z., Mitchell, S., Li, Q., Fernandez, M.G.S., Zaharieva, M., Babu, R., Fu, Y., Palacios, N., Li, J., Dellapenna, D., Brutnell, T., Buckler, E.S., Warburton, M.L., Rocheford, T.",Rare genetic variation at Zea mays crtRB1 increases Β-carotene in maize grain,2010,Nature Genetics,322,327,171
"Lienert, F., Wirbelauer, C., Som, I., Dean, A., Mohn, F., Schübeler, D.",Identification of genetic elements that autonomously determine DNA methylation states,2011,Nature Genetics,1091,1097,171
"Moreno-Loshuertos, R., Acín-Pérez, R., Fernández-Silva, P., Movilla, N., Pérez-Martos, A., De Cordoba, S.R., Gallardo, M.E., Enríquez, J.A.",Differences in reactive oxygen species production explain the phenotypes associated with common mouse mitochondrial DNA variants,2006,Nature Genetics,1261,1268,172
"Sung, S., He, Y., Eshoo, T.W., Tamada, Y., Johnson, L., Nakahigashi, K., Goto, K., Jacobsen, S.E., Amasino, R.M.",Epigenetic maintenance of the vernalized state in Arabidopsis thaliana requires LIKE HETEROCHROMATIN PROTEIN 1,2006,Nature Genetics,706,710,172
"Sun, T., Gao, Y., Tan, W., Ma, S., Shi, Y., Yao, J., Guo, Y., Yang, M., Zhang, X., Zhang, Q., Zeng, C., Lin, D.",A six-nucleotide insertion-deletion polymorphism in the CASP8 promoter is associated with susceptibility to multiple cancers,2007,Nature Genetics,605,613,172
"Kong, A., Masson, G., Frigge, M.L., Gylfason, A., Zusmanovich, P., Thorleifsson, G., Olason, P.I., Ingason, A., Steinberg, S., Rafnar, T., Sulem, P., Mouy, M., Jonsson, F., Thorsteinsdottir, U., Gudbjartsson, D.F., Stefansson, H., Stefansson, K.","Detection of sharing by descent, long-range phasing and haplotype imputation",2008,Nature Genetics,1068,1075,172
"Wittkopp, P.J., Haerum, B.K., Clark, A.G.",Regulatory changes underlying expression differences within and between Drosophila species,2008,Nature Genetics,346,350,172
"Monot, M., Honoré, N., Garnier, T., Zidane, N., Sherafi, D., Paniz-Mondolfi, A., Matsuoka, M., Taylor, G.M., Donoghue, H.D., Bouwman, A., Mays, S., Watson, C., Lockwood, D., Khamesipour, A., Dowlati, Y., Jianping, S., Rea, T.H., Vera-Cabrera, L., Stefani, M.M., Banu, S., MacDonald, M., Sapkota, B.R., Spencer, J.S., Thomas, J., Harshman, K., Singh, P., Busso, P., Gattiker, A., Rougemont, J., Brennan, P.J., Cole, S.T.",Comparative genomic and phylogeographic analysis of Mycobacterium leprae,2009,Nature Genetics,1282,1289,172
"Calvo, S.E., Tucker, E.J., Compton, A.G., Kirby, D.M., Crawford, G., Burtt, N.P., Rivas, M., Guiducci, C., Bruno, D.L., Goldberger, O.A., Redman, M.C., Wiltshire, E., Wilson, C.J., Altshuler, D., Gabriel, S.B., Daly, M.J., Thorburn, D.R., Mootha, V.K.","High-throughput, pooled sequencing identifies mutations in NUBPL and FOXRED1 in human complex i deficiency",2010,Nature Genetics,851,858,172
"Hüffmeier, U., Uebe, S., Ekici, A.B., Bowes, J., Giardina, E., Korendowych, E., Juneblad, K., Apel, M., McManus, R., Ho, P., Bruce, I.N., Ryan, A.W., Behrens, F., Lascorz, J., Böhm, B., Traupe, H., LohmaN, J., Gieger, C., Wichman, H.-E., Herold, C., Steffens, M., Klareskog, L., Wienker, T.F., FitzGerald, O., Alenius, G.-M., McHugh, N.J., Novelli, G., Burkhardt, H., Barton, A., Reis, A.",CoMon variants at TRAF3IP2 are aSociated with susceptibility to psoriatic arthritis and psoriasis,2010,Nature Genetics,996,999,172
"Krawitz, P.M., Schweiger, M.R., Rödelsperger, C., Marcelis, C., Kölsch, U., Meisel, C., Stephani, F., Kinoshita, T., Murakami, Y., Bauer, S., Isau, M., Fischer, A., Dahl, A., Kerick, M., Hecht, J., Köhler, S., Jäger, M., Grünhagen, J., De Condor, B.J., Doelken, S., Brunner, H.G., Meinecke, P., Passarge, E., Thompson, M.D., Cole, D.E., Horn, D., Roscioli, T., Mundlos, S., Robinson, P.N.",Identity-by-descent filtering of exome sequence data identifies PIGV mutations in hyperphosphatasia mental retardation syndrome,2010,Nature Genetics,827,829,172
"Horvath, A., Boikos, S., Giatzakis, C., Robinson-White, A., Groussin, L., Griffin, K.J., Stein, E., Levine, E., Delimpasi, G., Hsiao, H.P., Keil, M., Heyerdahl, S., Matyakhina, L., Libè, R., Fratticci, A., Kirschner, L.S., Cramer, K., Gaillard, R.C., Bertagna, X., Carney, J.A., Bertherat, J., Bossis, I., Stratakis, C.A.",A genome-wide scan identifies mutations in the gene encoding phosphodiesterase 11A4 (PDE11A) in individuals with adrenocortical hyperplasia,2006,Nature Genetics,794,800,173
"Benzinou, M., Creemers, J.W.M., Choquet, H., Lobbens, S., Dina, C., Durand, E., Guerardel, A., Boutin, P., Jouret, B., Heude, B., Balkau, B., Tichet, J., Marre, M., Potoczna, N., Horber, F., Le Stunff, C., Czernichow, S., Sandbaek, A., Lauritzen, T., Borch-Johnsen, K., Andersen, G., Kiess, W., Körner, A., Kovacs, P., Jacobson, P., Carlsson, L.M.S., Walley, A.J., Jørgensen, T., Hansen, T., Pedersen, O., Meyre, D., Froguel, P.",Common nonsynonymous variants in PCSK1 confer risk of obesity,2008,Nature Genetics,943,945,173
"Julien, S.G., Dubé, N., Read, M., Penney, J., Paquet, M., Han, Y., Kennedy, B.P., Muller, W.J., Tremblay, M.L.",Protein tyrosine phosphatase 1B deficiency or inhibition delays ErbB2-induced mammary tumorigenesis and protects from lung metastasis,2007,Nature Genetics,338,346,174
"Turnbull, C., Rapley, E.A., Seal, S., Pernet, D., Renwick, A., Hughes, D., Ricketts, M., Linger, R., Nsengimana, J., Deloukas, P., Huddart, R.A., Bishop, D.T., Easton, D.F., Stratton, M.R., Rahman, N.","Variants near DMRT1, TERT and ATF7IP are associated with testicular germ cell cancer",2010,Nature Genetics,604,607,174
"Comas, I., Coscolla, M., Luo, T., Borrell, S., Holt, K.E., Kato-Maeda, M., Parkhill, J., Malla, B., Berg, S., Thwaites, G., Yeboah-Manu, D., Bothamley, G., Mei, J., Wei, L., Bentley, S., Harris, S.R., Niemann, S., Diel, R., Aseffa, A., Gao, Q., Young, D., Gagneux, S.",Out-of-Africa migration and Neolithic coexpansion of Mycobacterium tuberculosis with modern humans,2013,Nature Genetics,1176,1182,174
"Kim, H.-J., Hyun, Y., Park, J.-Y., Park, M.-J., Park, M.-K., Kim, M.D., Kim, H.-J., Lee, M.H., Moon, J., Lee, I., Kim, J.",A genetic link between cold responses and flowering time through FVE in Arabidopsis thaliana,2004,Nature Genetics,167,171,175
"Parkinson, J., Mitreva, M., Whitton, C., Thomson, M., Daub, J., Martin, J., Schmid, R., Hall, N., Barrell, B., Waterston, R.H., McCarter, J.P., Blaxter, M.L.",A transcriptomic analysis of the phylum Nematoda,2004,Nature Genetics,1259,1267,175
"Brault, A.C., Huang, C.Y.-H., Langevin, S.A., Kinney, R.M., Bowen, R.A., Ramey, W.N., Panella, N.A., Holmes, E.C., Powers, A.M., Miller, B.R.",A single positively selected West Nile viral mutation confers increased virogenesis in American crows,2007,Nature Genetics,1162,1166,175
"Henrichsen, C.N., Vinckenbosch, N., Zöllner, S., Chaignat, E., Pradervand, S., Schütz, F., Ruedi, M., Kaessmann, H., Reymond, A.",Segmental copy number variation shapes tissue transcriptomes,2009,Nature Genetics,424,429,175
"Thorleifsson, G., Walters, G.B., Hewitt, A.W., Masson, G., Helgason, A., Dewan, A., Sigurdsson, A., Jonasdottir, A., Gudjonsson, S.A., Magnusson, K.P., Stefansson, H., Lam, D.S.C., Tam, P.O.S., Gudmundsdottir, G.J., Southgate, L., Burdon, K.P., Gottfredsdottir, M.S., Aldred, M.A., Mitchell, P., St Clair, D., Collier, D.A., Tang, N., Sveinsson, O., MacGregor, S., Martin, N.G., Cree, A.J., Gibson, J., MacLeod, A., Jacob, A., Ennis, S., Young, T.L., Chan, J.C.N., Karwatowski, W.S.S., Hammond, C.J., Thordarson, K., Zhang, M., Wadelius, C., Lotery, A.J., Trembath, R.C., Pang, C.P., Hoh, J., Craig, J.E., Kong, A., MacKey, D.A., Jonasson, F., Thorsteinsdottir, U., Stefansson, K.",Common variants near CAV1 and CAV2 are associated with primary open-angle glaucoma,2010,Nature Genetics,906,909,175
"Simpson, M.A., Cross, H., Proukakis, C., Priestman, D.A., Neville, D.C.A., Reinkensmeier, G., Wang, H., Wiznitzer, M., Gurtz, K., Verganelaki, A., Pryde, A., Patton, M.A., Dwek, R.A., Butters, T.D., Platt, F.M., Crosby, A.H.",Infantile-onset symptomatic epilepsy syndrome caused by a homozygous loss-of-function mutation of GM3 synthase,2004,Nature Genetics,1225,1229,176
"Owusu-Ansah, E., Yavari, A., Mandal, S., Banerjee, U.",Distinct mitochondrial retrograde signals control the G1-S cell cycle checkpoint,2008,Nature Genetics,356,361,176
"Turner, D.J., Miretti, M., Rajan, D., Fiegler, H., Carter, N.P., Blayney, M.L., Beck, S., Hurles, M.E.",Germline rates of de novo meiotic deletions and duplications causing several genomic disorders,2008,Nature Genetics,90,95,176
"Hodges, C.A., Revenkova, E., Jessberger, R., Hassold, T.J., Hunt, P.A.",SMC1Β-deficient female mice provide evidence that cohesins are a missing link in age-related nondisjunction,2005,Nature Genetics,1351,1355,177
"Ikeda, Y., Dick, K.A., Weatherspoon, M.R., Gincel, D., Armbrust, K.R., Dalton, J.C., Stevanin, G., Dürr, A., Zühlke, C., Bürk, K., Clark, H.B., Brice, A., Rothstein, J.D., Schut, L.J., Day, J.W., Ranum, L.P.W.",Spectrin mutations cause spinocerebellar ataxia type 5,2006,Nature Genetics,184,190,177
"Ventura, J.J., Tenbaum, S., Perdiguero, E., Huth, M., Guerra, C., Barbacid, M., Pasparakis, M., Nebreda, A.R.",p38α MAP kinase is essential in lung stem and progenitor cell proliferation and differentiation,2007,Nature Genetics,750,758,177
"Yang, H., Bell, T.A., Churchill, G.A., Pardo-Manuel De Villena, F.",On the subspecific origin of the laboratory mouse,2007,Nature Genetics,1100,1107,177
"Karner, C.M., Chirumamilla, R., Aoki, S., Igarashi, P., Wallingford, J.B., Carroll, T.J.",Wnt9b signaling regulates planar cell polarity and kidney tubule morphogenesis,2009,Nature Genetics,793,799,177
"Rapley, E.A., Turnbull, C., Al Olama, A.A., Dermitzakis, E.T., Linger, R., Huddart, R.A., Renwick, A., Hughes, D., Hines, S., Seal, S., Morrison, J., Nsengimana, J., Deloukas, P., Rahman, N., Bishop, D.T., Easton, D.F., Stratton, M.R.",A genome-wide association study of testicular germ cell tumor,2009,Nature Genetics,807,810,177
"Li, M., Zhao, H., Zhang, X., Wood, L.D., Anders, R.A., Choti, M.A., Pawlik, T.M., Daniel, H.D., Kannangai, R., Offerhaus, G.J.A., Velculescu, V.E., Wang, L., Zhou, S., Vogelstein, B., Hruban, R.H., Papadopoulos, N., Cai, J., Torbenson, M.S., Kinzler, K.W.",Inactivating mutations of the chromatin remodeling gene ARID2 in hepatocellular carcinoma,2011,Nature Genetics,828,829,177
"Chia, J.-M., Song, C., Bradbury, P.J., Costich, D., De Leon, N., Doebley, J., Elshire, R.J., Gaut, B., Geller, L., Glaubitz, J.C., Gore, M., Guill, K.E., Holland, J., Hufford, M.B., Lai, J., Li, M., Liu, X., Lu, Y., McCombie, R., Nelson, R., Poland, J., Prasanna, B.M., Pyhäjärvi, T., Rong, T., Sekhon, R.S., Sun, Q., Tenaillon, M.I., Tian, F., Wang, J., Xu, X., Zhang, Z., Kaeppler, S.M., Ross-Ibarra, J., McMullen, M.D., Buckler, E.S., Zhang, G., Xu, Y., Ware, D.",Maize HapMap2 identifies extant variation from a genome in flux,2012,Nature Genetics,803,807,177
"Young, N.D., Jex, A.R., Li, B., Liu, S., Yang, L., Xiong, Z., Li, Y., Cantacessi, C., Hall, R.S., Xu, X., Chen, F., Wu, X., Zerlotini, A., Oliveira, G., Hofmann, A., Zhang, G., Fang, X., Kang, Y., Campbell, B.E., Loukas, A., Ranganathan, S., Rollinson, D., Rinaldi, G., Brindley, P.J., Yang, H., Wang, J., Wang, J., Gasser, R.B.",Whole-genome sequence of Schistosoma haematobium,2012,Nature Genetics,221,225,177
"Codd, V., Nelson, C.P., Albrecht, E., Mangino, M., Deelen, J., Buxton, J.L., Hottenga, J.J., Fischer, K., Esko, T., Surakka, I., Broer, L., Nyholt, D.R., Leach, I.M., Salo, P., Hägg, S., Matthews, M.K., Palmen, J., Norata, G.D., O'Reilly, P.F., Saleheen, D., Amin, N., Balmforth, A.J., Beekman, M., De Boer, R.A., Böhringer, S., Braund, P.S., Burton, P.R., Craen, A.J.M., Denniff, M., Dong, Y., Douroudis, K., Dubinina, E., Eriksson, J.G., Garlaschelli, K., Guo, D., Hartikainen, A.-L., Henders, A.K., Houwing-Duistermaat, J.J., Kananen, L., Karssen, L.C., Kettunen, J., Klopp, N., Lagou, V., Van Leeuwen, E.M., Madden, P.A., Mägi, R., Magnusson, P.K.E., Männistö, S., McCarthy, M.I., Medland, S.E., Mihailov, E., Montgomery, G.W., Oostra, B.A., Palotie, A., Peters, A., Pollard, H., Pouta, A., Prokopenko, I., Ripatti, S., Salomaa, V., Suchiman, H.E.D., Valdes, A.M., Verweij, N., Viñuela, A., Wang, X., Wichmann, H.-E., Widen, E., Willemsen, G., Wright, M.J., Xia, K., Xiao, X., Van Veldhuisen, D.J., Catapano, A.L., Tobin, M.D., Hall, A.S., Blakemore, A.I.F., Van Gilst, W.H., Zhu, H., Erdmann, J., Reilly, M.P., Kathiresan, S., Schunkert, H., Talmud, P.J., Pedersen, N.L., Perola, M., Ouwehand, W., Kaprio, J., Martin, N.G., Van Duijn, C.M., Hovatta, I., Gieger, C., Metspalu, A., Boomsma, D.I., Jarvelin, M.-R., Slagboom, P.E., Thompson, J.R., Spector, T.D., Van Der Harst, P., Samani, N.J.",Identification of seven loci affecting mean telomere length and their association with disease,2013,Nature Genetics,422,427,177
"Mohammed, F.F., Smookler, D.S., Taylor, S.E.M., Fingleton, B., Kassiri, Z., Sanchez, O.H., English, J.L., Matrisian, L.M., Au, B., Yeh, W.-C., Khokha, R.",Abnormal TNF activity in Timp3-/- mice leads to chronic hepatic inflammation and failure of liver regeneration,2004,Nature Genetics,969,977,178
"Tirosh, I., Weinberger, A., Carmi, M., Barkai, N.",A genetic signature of interspecies variations in gene expression,2006,Nature Genetics,830,834,178
"Buch, S., Schafmayer, C., Völzke, H., Becker, C., Franke, A., Von Eller-Eberstein, H., Kluck, C., Bässmann, I., Brosch, M., Lammert, F., Miquel, J.F., Nervi, F., Wittig, M., Rosskopf, D., Timm, B., Höll, C., Seeger, M., Elsharawy, A., Lu, T., Egberts, J., Fändrich, F., Fölsch, U.R., Krawczak, M., Schreiber, S., Nürnberg, P., Tepel, J., Hampe, J.",A genome-wide association scan identifies the hepatic cholesterol transporter ABCG8 as a susceptibility factor for human gallstone disease,2007,Nature Genetics,995,999,178
"Li, Y., Fan, C., Xing, Y., Jiang, Y., Luo, L., Sun, L., Shao, D., Xu, C., Li, X., Xiao, J., He, Y., Zhang, Q.",Natural variation in GS5 plays an important role in regulating grain size and yield in rice,2011,Nature Genetics,1266,1269,178
"Roberts, S.A., Lawrence, M.S., Klimczak, L.J., Grimm, S.A., Fargo, D., Stojanov, P., Kiezun, A., Kryukov, G.V., Carter, S.L., Saksena, G., Harris, S., Shah, R.R., Resnick, M.A., Getz, G., Gordenin, D.A.",An APOBEC cytidine deaminase mutagenesis pattern is widespread in human cancers,2013,Nature Genetics,970,976,179
"Xu, Q., Chen, L.-L., Ruan, X., Chen, D., Zhu, A., Chen, C., Bertrand, D., Jiao, W.-B., Hao, B.-H., Lyon, M.P., Chen, J., Gao, S., Xing, F., Lan, H., Chang, J.-W., Ge, X., Lei, Y., Hu, Q., Miao, Y., Wang, L., Xiao, S., Biswas, M.K., Zeng, W., Guo, F., Cao, H., Yang, X., Xu, X.-W., Cheng, Y.-J., Xu, J., Liu, J.-H., Luo, O.J., Tang, Z., Guo, W.-W., Kuang, H., Zhang, H.-Y., Roose, M.L., Nagarajan, N., Deng, X.-X., Ruan, Y.",The draft genome of sweet orange (Citrus sinensis),2013,Nature Genetics,59,66,179
"Helgason, A., Yngvadòttir, B., Hrafnkelsson, B., Gulcher, J., Stefánsson, K.",An Icelandic example of the impact of population structure on association studies,2005,Nature Genetics,90,95,180
